,Season,SecondaryTourney,TeamID
257,1993,NIT,1113
258,1993,NIT,1120
259,1993,NIT,1130
260,1993,NIT,1155
261,1993,NIT,1163
262,1993,NIT,1196
263,1993,NIT,1207
264,1993,NIT,1208
265,1993,NIT,1222
266,1993,NIT,1238
267,1993,NIT,1241
268,1993,NIT,1275
269,1993,NIT,1277
270,1993,NIT,1278
271,1993,NIT,1283
272,1993,NIT,1310
273,1993,NIT,1326
274,1993,NIT,1328
275,1993,NIT,1330
276,1993,NIT,1337
277,1993,NIT,1344
278,1993,NIT,1349
279,1993,NIT,1364
280,1993,NIT,1386
281,1993,NIT,1412
282,1993,NIT,1424
283,1993,NIT,1425
284,1993,NIT,1431
285,1993,NIT,1433
286,1993,NIT,1452
287,1993,NIT,1458
288,1994,NIT,1113
289,1994,NIT,1133
290,1994,NIT,1140
291,1994,NIT,1145
292,1994,NIT,1150
293,1994,NIT,1155
294,1994,NIT,1172
295,1994,NIT,1177
296,1994,NIT,1182
297,1994,NIT,1191
298,1994,NIT,1201
299,1994,NIT,1210
300,1994,NIT,1211
301,1994,NIT,1243
302,1994,NIT,1264
303,1994,NIT,1275
304,1994,NIT,1280
305,1994,NIT,1293
306,1994,NIT,1309
307,1994,NIT,1321
308,1994,NIT,1328
309,1994,NIT,1330
310,1994,NIT,1373
311,1994,NIT,1379
312,1994,NIT,1390
313,1994,NIT,1401
314,1994,NIT,1408
315,1994,NIT,1425
316,1994,NIT,1435
317,1994,NIT,1437
318,1994,NIT,1452
319,1994,NIT,1462
320,1995,NIT,1120
321,1995,NIT,1133
322,1995,NIT,1145
323,1995,NIT,1155
324,1995,NIT,1158
325,1995,NIT,1160
326,1995,NIT,1164
327,1995,NIT,1177
328,1995,NIT,1185
329,1995,NIT,1203
330,1995,NIT,1208
331,1995,NIT,1229
332,1995,NIT,1234
333,1995,NIT,1266
334,1995,NIT,1274
335,1995,NIT,1285
336,1995,NIT,1304
337,1995,NIT,1308
338,1995,NIT,1325
339,1995,NIT,1336
340,1995,NIT,1344
341,1995,NIT,1371
342,1995,NIT,1378
343,1995,NIT,1379
344,1995,NIT,1382
345,1995,NIT,1385
346,1995,NIT,1386
347,1995,NIT,1403
348,1995,NIT,1429
349,1995,NIT,1431
350,1995,NIT,1439
351,1995,NIT,1450
352,1996,NIT,1104
353,1996,NIT,1114
354,1996,NIT,1120
355,1996,NIT,1158
356,1996,NIT,1161
357,1996,NIT,1172
358,1996,NIT,1193
359,1996,NIT,1201
360,1996,NIT,1211
361,1996,NIT,1228
362,1996,NIT,1229
363,1996,NIT,1233
364,1996,NIT,1264
365,1996,NIT,1265
366,1996,NIT,1275
367,1996,NIT,1277
368,1996,NIT,1278
369,1996,NIT,1281
370,1996,NIT,1291
371,1996,NIT,1293
372,1996,NIT,1304
373,1996,NIT,1344
374,1996,NIT,1348
375,1996,NIT,1376
376,1996,NIT,1386
377,1996,NIT,1387
378,1996,NIT,1397
379,1996,NIT,1408
380,1996,NIT,1435
381,1996,NIT,1449
382,1996,NIT,1450
383,1996,NIT,1458
384,1997,NIT,1116
385,1997,NIT,1132
386,1997,NIT,1133
387,1997,NIT,1163
388,1997,NIT,1180
389,1997,NIT,1199
390,1997,NIT,1201
391,1997,NIT,1203
392,1997,NIT,1218
393,1997,NIT,1233
394,1997,NIT,1272
395,1997,NIT,1274
396,1997,NIT,1276
397,1997,NIT,1277
398,1997,NIT,1283
399,1997,NIT,1301
400,1997,NIT,1304
401,1997,NIT,1305
402,1997,NIT,1309
403,1997,NIT,1319
404,1997,NIT,1323
405,1997,NIT,1329
406,1997,NIT,1331
407,1997,NIT,1332
408,1997,NIT,1338
409,1997,NIT,1393
410,1997,NIT,1395
411,1997,NIT,1408
412,1997,NIT,1412
413,1997,NIT,1424
414,1997,NIT,1449
415,1997,NIT,1452
416,1998,NIT,1113
417,1998,NIT,1120
418,1998,NIT,1123
419,1998,NIT,1161
420,1998,NIT,1166
421,1998,NIT,1173
422,1998,NIT,1196
423,1998,NIT,1201
424,1998,NIT,1207
425,1998,NIT,1208
426,1998,NIT,1210
427,1998,NIT,1211
428,1998,NIT,1218
429,1998,NIT,1234
430,1998,NIT,1243
431,1998,NIT,1254
432,1998,NIT,1266
433,1998,NIT,1272
434,1998,NIT,1278
435,1998,NIT,1281
436,1998,NIT,1301
437,1998,NIT,1334
438,1998,NIT,1336
439,1998,NIT,1351
440,1998,NIT,1371
441,1998,NIT,1379
442,1998,NIT,1382
443,1998,NIT,1412
444,1998,NIT,1423
445,1998,NIT,1435
446,1998,NIT,1448
447,1998,NIT,1461
448,1999,NIT,1104
449,1999,NIT,1133
450,1999,NIT,1139
451,1999,NIT,1143
452,1999,NIT,1155
453,1999,NIT,1160
454,1999,NIT,1161
455,1999,NIT,1177
456,1999,NIT,1201
457,1999,NIT,1207
458,1999,NIT,1208
459,1999,NIT,1210
460,1999,NIT,1220
461,1999,NIT,1243
462,1999,NIT,1280
463,1999,NIT,1301
464,1999,NIT,1304
465,1999,NIT,1321
466,1999,NIT,1330
467,1999,NIT,1332
468,1999,NIT,1337
469,1999,NIT,1343
470,1999,NIT,1344
471,1999,NIT,1353
472,1999,NIT,1371
473,1999,NIT,1395
474,1999,NIT,1405
475,1999,NIT,1424
476,1999,NIT,1425
477,1999,NIT,1448
478,1999,NIT,1461
479,1999,NIT,1462
480,2000,NIT,1113
481,2000,NIT,1132
482,2000,NIT,1140
483,2000,NIT,1143
484,2000,NIT,1150
485,2000,NIT,1160
486,2000,NIT,1174
487,2000,NIT,1207
488,2000,NIT,1245
489,2000,NIT,1253
490,2000,NIT,1266
491,2000,NIT,1269
492,2000,NIT,1276
493,2000,NIT,1279
494,2000,NIT,1283
495,2000,NIT,1301
496,2000,NIT,1307
497,2000,NIT,1308
498,2000,NIT,1323
499,2000,NIT,1336
500,2000,NIT,1343
501,2000,NIT,1353
502,2000,NIT,1356
503,2000,NIT,1373
504,2000,NIT,1374
505,2000,NIT,1378
506,2000,NIT,1408
507,2000,NIT,1435
508,2000,NIT,1437
509,2000,NIT,1438
510,2000,NIT,1448
511,2000,NIT,1462
512,2001,NIT,1104
513,2001,NIT,1120
514,2001,NIT,1124
515,2001,NIT,1133
516,2001,NIT,1163
517,2001,NIT,1173
518,2001,NIT,1178
519,2001,NIT,1229
520,2001,NIT,1270
521,2001,NIT,1272
522,2001,NIT,1274
523,2001,NIT,1278
524,2001,NIT,1280
525,2001,NIT,1307
526,2001,NIT,1337
527,2001,NIT,1338
528,2001,NIT,1345
529,2001,NIT,1350
530,2001,NIT,1371
531,2001,NIT,1375
532,2001,NIT,1376
533,2001,NIT,1379
534,2001,NIT,1382
535,2001,NIT,1405
536,2001,NIT,1409
537,2001,NIT,1414
538,2001,NIT,1423
539,2001,NIT,1428
540,2001,NIT,1431
541,2001,NIT,1437
542,2001,NIT,1452
543,2001,NIT,1461
544,2002,NIT,1113
545,2002,NIT,1123
546,2002,NIT,1132
547,2002,NIT,1139
548,2002,NIT,1140
549,2002,NIT,1173
550,2002,NIT,1178
551,2002,NIT,1201
552,2002,NIT,1206
553,2002,NIT,1209
554,2002,NIT,1222
555,2002,NIT,1234
556,2002,NIT,1256
557,2002,NIT,1257
558,2002,NIT,1261
559,2002,NIT,1264
560,2002,NIT,1272
561,2002,NIT,1278
562,2002,NIT,1286
563,2002,NIT,1307
564,2002,NIT,1343
565,2002,NIT,1350
566,2002,NIT,1353
567,2002,NIT,1376
568,2002,NIT,1378
569,2002,NIT,1382
570,2002,NIT,1386
571,2002,NIT,1393
572,2002,NIT,1396
573,2002,NIT,1399
574,2002,NIT,1414
575,2002,NIT,1418
576,2002,NIT,1422
577,2002,NIT,1424
578,2002,NIT,1429
579,2002,NIT,1435
580,2002,NIT,1437
581,2002,NIT,1438
582,2002,NIT,1447
583,2002,NIT,1463
584,2003,NIT,1130
585,2003,NIT,1131
586,2003,NIT,1135
587,2003,NIT,1158
588,2003,NIT,1177
589,2003,NIT,1180
590,2003,NIT,1186
591,2003,NIT,1193
592,2003,NIT,1207
593,2003,NIT,1210
594,2003,NIT,1218
595,2003,NIT,1227
596,2003,NIT,1234
597,2003,NIT,1235
598,2003,NIT,1245
599,2003,NIT,1278
600,2003,NIT,1305
601,2003,NIT,1314
602,2003,NIT,1326
603,2003,NIT,1344
604,2003,NIT,1348
605,2003,NIT,1350
606,2003,NIT,1361
607,2003,NIT,1364
608,2003,NIT,1371
609,2003,NIT,1373
610,2003,NIT,1385
611,2003,NIT,1387
612,2003,NIT,1396
613,2003,NIT,1397
614,2003,NIT,1403
615,2003,NIT,1412
616,2003,NIT,1418
617,2003,NIT,1424
618,2003,NIT,1434
619,2003,NIT,1437
620,2003,NIT,1438
621,2003,NIT,1444
622,2003,NIT,1455
623,2003,NIT,1461
624,2004,NIT,1122
625,2004,NIT,1125
626,2004,NIT,1129
627,2004,NIT,1131
628,2004,NIT,1160
629,2004,NIT,1166
630,2004,NIT,1180
631,2004,NIT,1199
632,2004,NIT,1203
633,2004,NIT,1206
634,2004,NIT,1208
635,2004,NIT,1218
636,2004,NIT,1234
637,2004,NIT,1235
638,2004,NIT,1245
639,2004,NIT,1261
640,2004,NIT,1266
641,2004,NIT,1276
642,2004,NIT,1281
643,2004,NIT,1304
644,2004,NIT,1310
645,2004,NIT,1323
646,2004,NIT,1328
647,2004,NIT,1332
648,2004,NIT,1345
649,2004,NIT,1348
650,2004,NIT,1349
651,2004,NIT,1353
652,2004,NIT,1387
653,2004,NIT,1396
654,2004,NIT,1397
655,2004,NIT,1405
656,2004,NIT,1407
657,2004,NIT,1424
658,2004,NIT,1429
659,2004,NIT,1437
660,2004,NIT,1438
661,2004,NIT,1452
662,2004,NIT,1454
663,2004,NIT,1455
664,2005,NIT,1113
665,2005,NIT,1131
666,2005,NIT,1138
667,2005,NIT,1155
668,2005,NIT,1168
669,2005,NIT,1172
670,2005,NIT,1176
671,2005,NIT,1177
672,2005,NIT,1180
673,2005,NIT,1207
674,2005,NIT,1220
675,2005,NIT,1221
676,2005,NIT,1222
677,2005,NIT,1231
678,2005,NIT,1245
679,2005,NIT,1266
680,2005,NIT,1268
681,2005,NIT,1272
682,2005,NIT,1274
683,2005,NIT,1275
684,2005,NIT,1281
685,2005,NIT,1283
686,2005,NIT,1318
687,2005,NIT,1323
688,2005,NIT,1331
689,2005,NIT,1333
690,2005,NIT,1349
691,2005,NIT,1362
692,2005,NIT,1376
693,2005,NIT,1386
694,2005,NIT,1395
695,2005,NIT,1396
696,2005,NIT,1401
697,2005,NIT,1424
698,2005,NIT,1433
699,2005,NIT,1435
700,2005,NIT,1439
701,2005,NIT,1443
702,2005,NIT,1444
703,2005,NIT,1455
704,2006,NIT,1103
705,2006,NIT,1139
706,2006,NIT,1140
707,2006,NIT,1150
708,2006,NIT,1153
709,2006,NIT,1155
710,2006,NIT,1160
711,2006,NIT,1166
712,2006,NIT,1175
713,2006,NIT,1192
714,2006,NIT,1199
715,2006,NIT,1204
716,2006,NIT,1220
717,2006,NIT,1222
718,2006,NIT,1252
719,2006,NIT,1256
720,2006,NIT,1257
721,2006,NIT,1264
722,2006,NIT,1268
723,2006,NIT,1274
724,2006,NIT,1275
725,2006,NIT,1276
726,2006,NIT,1278
727,2006,NIT,1283
728,2006,NIT,1304
729,2006,NIT,1319
730,2006,NIT,1323
731,2006,NIT,1329
732,2006,NIT,1330
733,2006,NIT,1336
734,2006,NIT,1353
735,2006,NIT,1376
736,2006,NIT,1386
737,2006,NIT,1390
738,2006,NIT,1396
739,2006,NIT,1431
740,2006,NIT,1435
741,2006,NIT,1438
742,2006,NIT,1443
743,2006,NIT,1448
744,2007,NIT,1102
745,2007,NIT,1104
746,2007,NIT,1111
747,2007,NIT,1122
748,2007,NIT,1133
749,2007,NIT,1155
750,2007,NIT,1175
751,2007,NIT,1177
752,2007,NIT,1180
753,2007,NIT,1190
754,2007,NIT,1199
755,2007,NIT,1201
756,2007,NIT,1208
757,2007,NIT,1220
758,2007,NIT,1243
759,2007,NIT,1265
760,2007,NIT,1269
761,2007,NIT,1276
762,2007,NIT,1279
763,2007,NIT,1280
764,2007,NIT,1283
765,2007,NIT,1290
766,2007,NIT,1301
767,2007,NIT,1329
768,2007,NIT,1344
769,2007,NIT,1361
770,2007,NIT,1375
771,2007,NIT,1393
772,2007,NIT,1405
773,2007,NIT,1429
774,2007,NIT,1436
775,2007,NIT,1452
776,2008,CBI,1133
777,2008,CBI,1135
778,2008,CBI,1153
779,2008,CBI,1222
780,2008,CBI,1275
781,2008,CBI,1305
782,2008,CBI,1325
783,2008,CBI,1330
784,2008,CBI,1350
785,2008,CBI,1351
786,2008,CBI,1409
787,2008,CBI,1428
788,2008,CBI,1431
789,2008,CBI,1434
790,2008,CBI,1438
791,2008,CBI,1449
792,2008,NIT,1103
793,2008,NIT,1106
794,2008,NIT,1113
795,2008,NIT,1143
796,2008,NIT,1150
797,2008,NIT,1156
798,2008,NIT,1166
799,2008,NIT,1173
800,2008,NIT,1196
801,2008,NIT,1199
802,2008,NIT,1229
803,2008,NIT,1268
804,2008,NIT,1269
805,2008,NIT,1278
806,2008,NIT,1279
807,2008,NIT,1288
808,2008,NIT,1304
809,2008,NIT,1307
810,2008,NIT,1326
811,2008,NIT,1329
812,2008,NIT,1348
813,2008,NIT,1352
814,2008,NIT,1356
815,2008,NIT,1361
816,2008,NIT,1364
817,2008,NIT,1372
818,2008,NIT,1393
819,2008,NIT,1412
820,2008,NIT,1421
821,2008,NIT,1429
822,2008,NIT,1433
823,2008,NIT,1439
824,2009,CBI,1129
825,2009,CBI,1138
826,2009,CBI,1158
827,2009,CBI,1222
828,2009,CBI,1305
829,2009,CBI,1318
830,2009,CBI,1333
831,2009,CBI,1350
832,2009,CBI,1385
833,2009,CBI,1390
834,2009,CBI,1407
835,2009,CBI,1431
836,2009,CBI,1436
837,2009,CBI,1453
838,2009,CBI,1455
839,2009,CBI,1461
840,2009,CIT,1122
841,2009,CIT,1125
842,2009,CIT,1133
843,2009,CIT,1154
844,2009,CIT,1179
845,2009,CIT,1191
846,2009,CIT,1225
847,2009,CIT,1241
848,2009,CIT,1245
849,2009,CIT,1251
850,2009,CIT,1291
851,2009,CIT,1324
852,2009,CIT,1330
853,2009,CIT,1334
854,2009,CIT,1339
855,2009,CIT,1351
856,2009,NIT,1120
857,2009,NIT,1124
858,2009,NIT,1132
859,2009,NIT,1166
860,2009,NIT,1172
861,2009,NIT,1182
862,2009,NIT,1196
863,2009,NIT,1206
864,2009,NIT,1207
865,2009,NIT,1229
866,2009,NIT,1239
867,2009,NIT,1243
868,2009,NIT,1246
869,2009,NIT,1274
870,2009,NIT,1304
871,2009,NIT,1307
872,2009,NIT,1310
873,2009,NIT,1321
874,2009,NIT,1323
875,2009,NIT,1336
876,2009,NIT,1344
877,2009,NIT,1348
878,2009,NIT,1361
879,2009,NIT,1376
880,2009,NIT,1388
881,2009,NIT,1404
882,2009,NIT,1409
883,2009,NIT,1412
884,2009,NIT,1424
885,2009,NIT,1439
886,2009,NIT,1450
887,2009,NIT,1451
888,2010,CBI,1103
889,2010,CBI,1131
890,2010,CBI,1158
891,2010,CBI,1161
892,2010,CBI,1182
893,2010,CBI,1184
894,2010,CBI,1203
895,2010,CBI,1220
896,2010,CBI,1232
897,2010,CBI,1237
898,2010,CBI,1287
899,2010,CBI,1333
900,2010,CBI,1343
901,2010,CBI,1387
902,2010,CBI,1433
903,2010,CBI,1453
904,2010,CIT,1111
905,2010,CIT,1166
906,2010,CIT,1193
907,2010,CIT,1206
908,2010,CIT,1217
909,2010,CIT,1256
910,2010,CIT,1258
911,2010,CIT,1267
912,2010,CIT,1283
913,2010,CIT,1292
914,2010,CIT,1294
915,2010,CIT,1334
916,2010,CIT,1339
917,2010,CIT,1377
918,2010,CIT,1379
919,2010,CIT,1441
920,2010,NIT,1113
921,2010,NIT,1153
922,2010,NIT,1157
923,2010,NIT,1163
924,2010,NIT,1173
925,2010,NIT,1228
926,2010,NIT,1229
927,2010,NIT,1238
928,2010,NIT,1239
929,2010,NIT,1245
930,2010,NIT,1272
931,2010,NIT,1279
932,2010,NIT,1280
933,2010,NIT,1301
934,2010,NIT,1305
935,2010,NIT,1314
936,2010,NIT,1318
937,2010,NIT,1321
938,2010,NIT,1346
939,2010,NIT,1348
940,2010,NIT,1371
941,2010,NIT,1378
942,2010,NIT,1385
943,2010,NIT,1392
944,2010,NIT,1403
945,2010,NIT,1407
946,2010,NIT,1409
947,2010,NIT,1412
948,2010,NIT,1439
949,2010,NIT,1451
950,2010,NIT,1455
951,2010,NIT,1456
952,2011,CBI,1122
953,2011,CBI,1129
954,2011,CBI,1166
955,2011,CBI,1172
956,2011,CBI,1182
957,2011,CBI,1191
958,2011,CBI,1220
959,2011,CBI,1241
960,2011,CBI,1275
961,2011,CBI,1285
962,2011,CBI,1332
963,2011,CBI,1348
964,2011,CBI,1363
965,2011,CBI,1382
966,2011,CBI,1416
967,2011,CBI,1451
968,2011,CIT,1102
969,2011,CIT,1138
970,2011,CIT,1187
971,2011,CIT,1190
972,2011,CIT,1202
973,2011,CIT,1218
974,2011,CIT,1225
975,2011,CIT,1233
976,2011,CIT,1239
977,2011,CIT,1267
978,2011,CIT,1315
979,2011,CIT,1319
980,2011,CIT,1320
981,2011,CIT,1325
982,2011,CIT,1331
983,2011,CIT,1339
984,2011,CIT,1346
985,2011,CIT,1351
986,2011,CIT,1362
987,2011,CIT,1365
988,2011,CIT,1374
989,2011,CIT,1399
990,2011,CIT,1434
991,2011,CIT,1444
992,2011,NIT,1104
993,2011,NIT,1126
994,2011,NIT,1130
995,2011,NIT,1143
996,2011,NIT,1156
997,2011,NIT,1157
998,2011,NIT,1158
999,2011,NIT,1160
1000,2011,NIT,1161
1001,2011,NIT,1173
1002,2011,NIT,1193
1003,2011,NIT,1194
1004,2011,NIT,1217
1005,2011,NIT,1245
1006,2011,NIT,1253
1007,2011,NIT,1270
1008,2011,NIT,1274
1009,2011,NIT,1279
1010,2011,NIT,1283
1011,2011,NIT,1293
1012,2011,NIT,1304
1013,2011,NIT,1307
1014,2011,NIT,1321
1015,2011,NIT,1329
1016,2011,NIT,1388
1017,2011,NIT,1411
1018,2011,NIT,1431
1019,2011,NIT,1436
1020,2011,NIT,1439
1021,2011,NIT,1450
1022,2011,NIT,1454
1023,2011,NIT,1455
1024,2012,CBI,1139
1025,2012,CBI,1174
1026,2012,CBI,1191
1027,2012,CBI,1295
1028,2012,CBI,1333
1029,2012,CBI,1335
1030,2012,CBI,1338
1031,2012,CBI,1343
1032,2012,CBI,1346
1033,2012,CBI,1362
1034,2012,CBI,1395
1035,2012,CBI,1442
1036,2012,CBI,1450
1037,2012,CBI,1454
1038,2012,CBI,1459
1039,2012,CBI,1461
1040,2012,CIT,1107
1041,2012,CIT,1110
1042,2012,CIT,1132
1043,2012,CIT,1138
1044,2012,CIT,1157
1045,2012,CIT,1167
1046,2012,CIT,1168
1047,2012,CIT,1179
1048,2012,CIT,1193
1049,2012,CIT,1209
1050,2012,CIT,1225
1051,2012,CIT,1232
1052,2012,CIT,1245
1053,2012,CIT,1258
1054,2012,CIT,1264
1055,2012,CIT,1270
1056,2012,CIT,1273
1057,2012,CIT,1315
1058,2012,CIT,1324
1059,2012,CIT,1330
1060,2012,CIT,1349
1061,2012,CIT,1352
1062,2012,CIT,1364
1063,2012,CIT,1367
1064,2012,CIT,1398
1065,2012,CIT,1399
1066,2012,CIT,1405
1067,2012,CIT,1418
1068,2012,CIT,1429
1069,2012,CIT,1430
1070,2012,CIT,1451
1071,2012,CIT,1463
1072,2012,NIT,1103
1073,2012,NIT,1112
1074,2012,NIT,1137
1075,2012,NIT,1156
1076,2012,NIT,1173
1077,2012,NIT,1180
1078,2012,NIT,1229
1079,2012,NIT,1234
1080,2012,NIT,1247
1081,2012,NIT,1261
1082,2012,NIT,1267
1083,2012,NIT,1269
1084,2012,NIT,1274
1085,2012,NIT,1278
1086,2012,NIT,1279
1087,2012,NIT,1280
1088,2012,NIT,1292
1089,2012,NIT,1305
1090,2012,NIT,1320
1091,2012,NIT,1321
1092,2012,NIT,1331
1093,2012,NIT,1332
1094,2012,NIT,1366
1095,2012,NIT,1371
1096,2012,NIT,1386
1097,2012,NIT,1390
1098,2012,NIT,1392
1099,2012,NIT,1397
1100,2012,NIT,1416
1101,2012,NIT,1426
1102,2012,NIT,1434
1103,2012,NIT,1449
1104,2013,CBI,1136
1105,2013,CBI,1158
1106,2013,CBI,1206
1107,2013,CBI,1222
1108,2013,CBI,1250
1109,2013,CBI,1295
1110,2013,CBI,1345
1111,2013,CBI,1350
1112,2013,CBI,1365
1113,2013,CBI,1400
1114,2013,CBI,1409
1115,2013,CBI,1436
1116,2013,CBI,1442
1117,2013,CBI,1444
1118,2013,CBI,1460
1119,2013,CBI,1461
1120,2013,CIT,1102
1121,2013,CIT,1131
1122,2013,CIT,1133
1123,2013,CIT,1142
1124,2013,CIT,1145
1125,2013,CIT,1152
1126,2013,CIT,1184
1127,2013,CIT,1187
1128,2013,CIT,1189
1129,2013,CIT,1191
1130,2013,CIT,1193
1131,2013,CIT,1205
1132,2013,CIT,1216
1133,2013,CIT,1218
1134,2013,CIT,1219
1135,2013,CIT,1227
1136,2013,CIT,1245
1137,2013,CIT,1259
1138,2013,CIT,1315
1139,2013,CIT,1320
1140,2013,CIT,1324
1141,2013,CIT,1331
1142,2013,CIT,1351
1143,2013,CIT,1366
1144,2013,CIT,1375
1145,2013,CIT,1398
1146,2013,CIT,1408
1147,2013,CIT,1414
1148,2013,CIT,1426
1149,2013,CIT,1451
1150,2013,CIT,1453
