,Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT
331,1990,137,1104,71,1161,54,N,0
332,1990,137,1112,79,1378,67,N,0
333,1990,137,1181,81,1350,46,N,0
334,1990,137,1207,70,1411,52,N,0
335,1990,137,1242,79,1352,71,N,0
336,1990,137,1258,111,1308,92,N,0
337,1990,137,1276,76,1229,70,N,0
338,1990,137,1278,64,1431,61,N,1
339,1990,137,1320,74,1281,71,N,0
340,1990,137,1345,75,1419,63,N,0
341,1990,137,1385,81,1396,65,N,0
342,1990,137,1393,70,1164,48,N,0
343,1990,137,1400,100,1208,88,N,0
344,1990,137,1417,68,1412,56,N,0
345,1990,137,1438,75,1323,67,N,0
346,1990,137,1462,87,1243,79,N,0
347,1990,138,1116,86,1173,84,N,0
348,1990,138,1123,62,1257,60,N,0
349,1990,138,1155,79,1247,75,N,0
350,1990,138,1163,74,1143,54,N,0
351,1990,138,1210,94,1261,91,N,0
352,1990,138,1277,62,1364,58,N,0
353,1990,138,1314,79,1328,77,N,0
354,1990,138,1424,76,1326,65,N,0
355,1990,139,1104,77,1112,55,N,0
356,1990,139,1181,76,1385,72,N,0
357,1990,139,1258,149,1276,115,N,0
358,1990,139,1278,81,1320,78,N,0
359,1990,139,1393,63,1438,61,N,0
360,1990,139,1400,73,1345,72,N,0
361,1990,139,1417,71,1242,70,N,0
362,1990,139,1462,74,1207,71,N,0
363,1990,143,1116,96,1314,73,N,0
364,1990,143,1163,71,1155,70,N,0
365,1990,143,1181,90,1417,81,N,0
366,1990,143,1400,102,1462,89,N,0
367,1990,144,1210,81,1277,80,N,1
368,1990,144,1258,62,1104,60,N,0
369,1990,144,1278,82,1393,75,N,0
370,1990,144,1424,69,1123,67,N,0
371,1990,145,1116,88,1400,85,N,0
372,1990,145,1181,79,1163,78,N,1
373,1990,146,1210,93,1278,91,N,0
374,1990,146,1424,131,1258,101,N,0
375,1990,152,1181,97,1116,83,N,0
376,1990,152,1424,90,1210,81,N,0
377,1990,154,1424,103,1181,73,N,0
378,1991,136,1112,93,1384,80,N,0
379,1991,136,1140,61,1438,48,N,0
380,1991,136,1163,79,1261,62,N,0
381,1991,136,1166,64,1308,56,N,0
382,1991,136,1181,102,1419,73,N,0
383,1991,136,1199,75,1425,72,N,0
384,1991,136,1231,79,1157,69,N,0
385,1991,136,1234,76,1190,73,N,0
386,1991,136,1242,55,1309,49,N,0
387,1991,136,1301,114,1379,85,N,0
388,1991,136,1329,67,1307,54,N,0
389,1991,136,1338,76,1208,68,N,1
390,1991,136,1350,73,1393,69,N,0
391,1991,136,1371,71,1337,51,N,0
392,1991,136,1396,80,1345,63,N,0
393,1991,136,1462,89,1304,84,N,0
394,1991,137,1104,89,1293,79,N,0
395,1991,137,1113,79,1353,76,N,0
396,1991,137,1116,117,1209,76,N,0
397,1991,137,1185,76,1280,56,N,0
398,1991,137,1207,70,1435,60,N,0
399,1991,137,1210,87,1177,70,N,0
400,1991,137,1277,60,1453,58,N,0
401,1991,137,1314,101,1318,66,N,0
402,1991,137,1326,97,1406,86,N,0
403,1991,137,1336,74,1417,69,N,0
404,1991,137,1385,75,1296,68,N,0
405,1991,137,1400,73,1389,65,N,0
406,1991,137,1424,99,1285,65,N,0
407,1991,137,1428,82,1375,72,N,0
408,1991,137,1437,50,1343,48,N,0
409,1991,137,1448,71,1256,65,N,0
410,1991,138,1112,76,1140,61,N,0
411,1991,138,1163,66,1462,50,N,0
412,1991,138,1181,85,1234,70,N,0
413,1991,138,1231,82,1199,60,N,0
414,1991,138,1242,77,1338,66,N,0
415,1991,138,1329,73,1301,64,N,0
416,1991,138,1371,81,1166,69,N,0
417,1991,138,1396,77,1350,64,N,0
418,1991,139,1104,96,1448,88,N,0
419,1991,139,1116,97,1113,90,N,0
420,1991,139,1185,71,1336,68,N,1
421,1991,139,1314,84,1437,69,N,0
422,1991,139,1326,65,1210,61,N,0
423,1991,139,1385,84,1400,76,N,0
424,1991,139,1424,62,1207,54,N,0
425,1991,139,1428,85,1277,84,N,1
426,1991,143,1116,93,1104,70,N,0
427,1991,143,1242,83,1231,65,N,0
428,1991,143,1371,81,1112,77,N,0
429,1991,143,1424,83,1428,66,N,0
430,1991,144,1181,81,1163,67,N,0
431,1991,144,1314,93,1185,67,N,0
432,1991,144,1385,91,1326,74,N,0
433,1991,144,1396,72,1329,63,N,1
434,1991,145,1242,93,1116,81,N,0
435,1991,145,1424,77,1371,65,N,0
436,1991,146,1181,78,1385,61,N,0
437,1991,146,1314,75,1396,72,N,0
438,1991,152,1181,79,1424,77,N,0
439,1991,152,1242,79,1314,73,N,0
440,1991,154,1181,72,1242,65,N,0
441,1992,136,1104,80,1390,75,N,0
442,1992,136,1116,80,1293,69,N,0
443,1992,136,1163,86,1304,65,N,0
444,1992,136,1181,82,1144,56,N,0
445,1992,136,1199,78,1285,68,N,0
446,1992,136,1207,75,1378,60,N,0
447,1992,136,1210,65,1222,60,N,0
448,1992,136,1231,94,1183,55,N,0
449,1992,136,1234,98,1400,92,N,0
450,1992,136,1261,94,1140,83,N,0
451,1992,136,1272,80,1337,70,N,0
452,1992,136,1281,89,1452,78,N,0
453,1992,136,1314,68,1275,63,N,0
454,1992,136,1326,83,1290,56,N,0
455,1992,136,1371,78,1247,76,N,0
456,1992,136,1425,84,1419,54,N,0
457,1992,137,1153,85,1174,47,N,0
458,1992,137,1190,87,1112,80,N,0
459,1992,137,1235,76,1150,74,N,0
460,1992,137,1242,100,1224,67,N,0
461,1992,137,1246,88,1330,69,N,0
462,1992,137,1257,81,1448,58,N,0
463,1992,137,1269,85,1200,58,N,0
464,1992,137,1276,73,1396,66,N,0
465,1992,137,1277,61,1283,54,N,0
466,1992,137,1308,81,1177,73,N,0
467,1992,137,1329,100,1204,73,N,0
468,1992,137,1393,51,1343,43,N,0
469,1992,137,1408,61,1385,57,N,0
470,1992,137,1417,73,1352,53,N,0
471,1992,137,1418,87,1328,83,N,0
472,1992,137,1431,55,1191,50,N,0
473,1992,138,1181,75,1234,62,N,0
474,1992,138,1199,78,1207,68,N,0
475,1992,138,1210,79,1425,78,N,0
476,1992,138,1231,89,1261,79,N,0
477,1992,138,1272,82,1116,80,N,0
478,1992,138,1314,64,1104,55,N,0
479,1992,138,1326,78,1163,55,N,0
480,1992,138,1371,88,1281,71,N,0
481,1992,139,1153,77,1277,65,N,0
482,1992,139,1246,106,1235,98,N,0
483,1992,139,1269,77,1393,71,N,1
484,1992,139,1276,102,1190,90,N,0
485,1992,139,1308,81,1418,73,N,0
486,1992,139,1329,87,1408,71,N,0
487,1992,139,1417,85,1257,69,N,0
488,1992,139,1431,66,1242,60,N,0
489,1992,143,1181,81,1371,69,N,0
490,1992,143,1231,85,1199,74,N,0
491,1992,143,1246,87,1269,77,N,0
492,1992,143,1417,85,1308,78,N,0
493,1992,144,1153,69,1431,67,N,0
494,1992,144,1272,83,1210,79,N,1
495,1992,144,1276,75,1329,72,N,0
496,1992,144,1326,80,1314,73,N,0
497,1992,145,1181,104,1246,103,N,1
498,1992,145,1231,106,1417,79,N,0
499,1992,146,1153,88,1272,57,N,0
500,1992,146,1276,75,1326,71,N,1
501,1992,152,1181,81,1231,78,N,0
502,1992,152,1276,76,1153,72,N,0
503,1992,154,1181,71,1276,51,N,0
504,1993,136,1116,94,1221,64,N,0
505,1993,136,1140,80,1374,71,N,0
506,1993,136,1143,66,1261,64,N,0
507,1993,136,1181,105,1356,70,N,0
508,1993,136,1199,82,1191,70,N,0
509,1993,136,1228,75,1253,72,N,0
510,1993,136,1242,94,1123,72,N,0
511,1993,136,1314,85,1187,65,N,0
512,1993,136,1348,74,1345,68,N,0
513,1993,136,1365,64,1112,61,N,0
514,1993,136,1371,81,1398,59,N,0
515,1993,136,1385,85,1403,67,N,0
516,1993,136,1396,75,1281,61,N,0
517,1993,136,1408,55,1243,53,N,0
518,1993,136,1435,92,1129,72,N,0
519,1993,136,1443,55,1272,52,N,0
520,1993,137,1153,93,1164,66,N,0
521,1993,137,1203,82,1307,68,N,0
522,1993,137,1231,97,1460,54,N,0
523,1993,137,1234,82,1419,69,N,0
524,1993,137,1246,96,1351,52,N,0
525,1993,137,1257,76,1174,70,N,0
526,1993,137,1269,54,1335,50,N,0
527,1993,137,1276,84,1157,52,N,0
528,1993,137,1308,93,1304,79,N,0
529,1993,137,1329,74,1266,62,N,0
530,1993,137,1380,93,1210,78,N,0
531,1993,137,1417,81,1235,70,N,0
532,1993,137,1428,86,1338,65,N,0
533,1993,137,1438,78,1264,66,N,0
534,1993,137,1448,81,1151,58,N,0
535,1993,137,1462,73,1309,55,N,0
536,1993,138,1116,80,1385,74,N,0
537,1993,138,1143,82,1181,77,N,0
538,1993,138,1199,94,1408,63,N,0
539,1993,138,1242,90,1140,76,N,0
540,1993,138,1314,112,1348,67,N,0
541,1993,138,1396,68,1365,57,N,0
542,1993,138,1435,85,1228,68,N,0
543,1993,138,1443,72,1371,68,N,0
544,1993,139,1153,92,1308,55,N,0
545,1993,139,1203,90,1380,80,N,0
546,1993,139,1231,73,1462,70,N,0
547,1993,139,1246,83,1428,62,N,0
548,1993,139,1257,78,1329,63,N,0
549,1993,139,1276,86,1417,84,N,1
550,1993,139,1438,71,1269,56,N,0
551,1993,139,1448,84,1234,78,N,0
552,1993,143,1199,81,1443,78,N,1
553,1993,143,1231,82,1257,69,N,0
554,1993,143,1242,93,1143,76,N,0
555,1993,143,1246,103,1448,69,N,0
556,1993,144,1153,71,1438,54,N,0
557,1993,144,1276,72,1203,64,N,0
558,1993,144,1314,80,1116,74,N,0
559,1993,144,1396,67,1435,59,N,0
560,1993,145,1242,83,1231,77,N,0
561,1993,145,1246,106,1199,81,N,0
562,1993,146,1276,77,1396,72,N,0
563,1993,146,1314,75,1153,68,N,1
564,1993,152,1276,81,1246,78,N,1
565,1993,152,1314,78,1242,68,N,0
566,1993,154,1314,77,1276,71,N,0
567,1994,136,1104,76,1344,70,N,0
568,1994,136,1163,64,1351,46,N,0
569,1994,136,1196,64,1241,62,N,0
570,1994,136,1203,51,1412,46,N,0
571,1994,136,1242,102,1151,73,N,0
572,1994,136,1268,74,1387,66,N,0
573,1994,136,1269,78,1402,60,N,0
574,1994,136,1276,78,1337,74,N,1
575,1994,136,1281,76,1298,53,N,0
576,1994,136,1335,90,1304,80,N,0
577,1994,136,1345,98,1416,67,N,0
578,1994,136,1393,92,1218,78,N,0
579,1994,136,1400,91,1443,77,N,0
580,1994,136,1448,68,1158,58,N,0
581,1994,136,1453,61,1143,57,N,0
582,1994,136,1458,80,1153,72,N,0
583,1994,137,1112,81,1259,55,N,0
584,1994,137,1116,94,1299,79,N,0
585,1994,137,1130,67,1450,64,N,0
586,1994,137,1181,82,1411,70,N,0
587,1994,137,1207,84,1228,77,N,0
588,1994,137,1231,84,1325,72,N,0
589,1994,137,1246,83,1398,70,N,0
590,1994,137,1257,67,1129,58,N,0
591,1994,137,1266,81,1418,59,N,0
592,1994,137,1277,84,1371,73,N,0
593,1994,137,1278,74,1356,60,N,0
594,1994,137,1314,71,1251,51,N,0
595,1994,137,1329,65,1308,55,N,0
596,1994,137,1396,61,1180,39,N,0
597,1994,137,1409,112,1417,102,N,0
598,1994,137,1438,57,1307,54,N,0
599,1994,138,1163,75,1203,63,N,0
600,1994,138,1196,70,1335,58,N,0
601,1994,138,1242,69,1448,58,N,0
602,1994,138,1268,95,1269,87,N,0
603,1994,138,1276,84,1400,79,N,0
604,1994,138,1281,109,1458,96,N,0
605,1994,138,1345,83,1104,73,N,0
606,1994,138,1393,64,1453,59,N,0
607,1994,139,1112,71,1438,58,N,0
608,1994,139,1116,85,1207,73,N,0
609,1994,139,1130,75,1314,72,N,0
610,1994,139,1181,85,1277,74,N,0
611,1994,139,1231,67,1396,58,N,0
612,1994,139,1257,60,1278,55,N,0
613,1994,139,1266,75,1246,63,N,0
614,1994,139,1409,82,1329,80,N,0
615,1994,143,1112,82,1257,70,N,0
616,1994,143,1181,59,1266,49,N,0
617,1994,143,1281,98,1393,88,N,1
618,1994,143,1345,83,1242,78,N,0
619,1994,144,1116,103,1409,84,N,0
620,1994,144,1130,77,1231,68,N,0
621,1994,144,1196,69,1163,60,N,1
622,1994,144,1276,78,1268,71,N,0
623,1994,145,1112,92,1281,72,N,0
624,1994,145,1181,69,1345,60,N,0
625,1994,146,1116,76,1276,68,N,0
626,1994,146,1196,74,1130,66,N,0
627,1994,152,1116,91,1112,82,N,0
628,1994,152,1181,70,1196,65,N,0
629,1994,154,1116,76,1181,72,N,0
630,1995,136,1104,91,1335,85,N,1
631,1995,136,1113,81,1123,66,N,0
632,1995,136,1153,77,1396,71,N,0
633,1995,136,1163,100,1151,71,N,0
634,1995,136,1242,82,1159,68,N,0
635,1995,136,1246,113,1291,67,N,0
636,1995,136,1264,77,1328,67,N,0
637,1995,136,1268,87,1211,63,N,0
638,1995,136,1275,71,1112,62,N,0
639,1995,136,1329,73,1180,49,N,0
640,1995,136,1387,64,1278,61,N,0
641,1995,136,1400,90,1332,73,N,0
642,1995,136,1408,76,1140,70,N,0
643,1995,136,1438,96,1311,72,N,0
644,1995,136,1443,82,1276,76,N,0
645,1995,136,1448,79,1299,47,N,0
646,1995,137,1116,79,1411,78,N,0
647,1995,137,1207,68,1462,63,N,0
648,1995,137,1235,64,1196,61,N,0
649,1995,137,1269,68,1389,51,N,0
650,1995,137,1272,77,1257,56,N,0
651,1995,137,1280,75,1365,67,N,0
652,1995,137,1281,65,1231,60,N,0
653,1995,137,1314,80,1293,70,N,0
654,1995,137,1330,89,1437,81,N,3
655,1995,137,1345,49,1453,48,N,0
656,1995,137,1390,70,1150,68,N,0
657,1995,137,1393,96,1356,92,N,0
658,1995,137,1409,68,1228,62,N,0
659,1995,137,1417,92,1198,56,N,0
660,1995,137,1428,76,1253,64,N,0
661,1995,137,1451,79,1277,72,N,0
