,Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT
140034,2016,11,1463,70,1193,57,N,0
140035,2016,12,1103,65,1156,53,N,0
140036,2016,12,1106,85,1439,82,A,0
140037,2016,12,1111,76,1239,68,H,0
140038,2016,12,1130,75,1383,49,H,0
140039,2016,12,1132,79,1309,61,H,0
140040,2016,12,1139,144,1154,71,H,0
140041,2016,12,1161,84,1320,78,A,0
140042,2016,12,1166,93,1411,70,H,0
140043,2016,12,1169,72,1460,67,N,0
140044,2016,12,1172,90,1416,85,H,0
140045,2016,12,1176,55,1365,33,A,0
140046,2016,12,1177,69,1444,63,H,0
140047,2016,12,1181,113,1136,75,H,0
140048,2016,12,1225,74,1363,54,A,0
140049,2016,12,1245,79,1464,70,H,0
140050,2016,12,1246,87,1312,57,H,0
140051,2016,12,1247,78,1406,76,H,0
140052,2016,12,1269,85,1224,79,H,0
140053,2016,12,1272,67,1379,49,H,0
140054,2016,12,1296,72,1377,65,H,0
140055,2016,12,1304,97,1290,51,H,0
140056,2016,12,1325,85,1195,75,H,0
140057,2016,12,1336,62,1440,50,H,0
140058,2016,12,1344,76,1217,64,H,0
140059,2016,12,1347,82,1207,80,A,2
140060,2016,12,1374,85,1358,50,H,0
140061,2016,12,1376,84,1313,69,H,0
140062,2016,12,1409,98,1146,81,H,0
140063,2016,12,1426,77,1200,72,H,0
140064,2016,12,1454,71,1252,65,N,0
140065,2016,12,1457,102,1214,95,H,0
140066,2016,13,1119,75,1127,60,A,0
140067,2016,13,1153,106,1352,44,H,0
140068,2016,13,1155,78,1427,45,H,0
140069,2016,13,1170,77,1370,65,A,0
140070,2016,13,1176,82,1252,69,N,0
140071,2016,13,1191,80,1369,65,H,0
140072,2016,13,1199,109,1311,62,H,0
140073,2016,13,1218,74,1157,63,H,0
140074,2016,13,1228,80,1295,74,N,0
140075,2016,13,1234,103,1164,68,H,0
140076,2016,13,1248,87,1389,86,H,1
140077,2016,13,1278,67,1419,56,H,0
140078,2016,13,1281,73,1271,55,H,0
140079,2016,13,1296,65,1460,59,H,0
140080,2016,13,1301,88,1375,70,H,0
140081,2016,13,1305,83,1286,62,N,0
140082,2016,13,1307,83,1308,74,A,0
140083,2016,13,1314,92,1193,65,H,0
140084,2016,13,1326,76,1291,54,H,0
140085,2016,13,1335,77,1148,61,H,0
140086,2016,13,1345,107,1436,79,H,0
140087,2016,13,1350,108,1391,85,H,0
140088,2016,13,1353,82,1224,70,H,0
140089,2016,13,1356,81,1197,51,H,0
140090,2016,13,1371,69,1447,59,H,0
140091,2016,13,1377,76,1169,72,N,0
140092,2016,13,1386,73,1310,62,H,0
140093,2016,13,1387,85,1216,68,H,0
140094,2016,13,1390,93,1149,59,H,0
140095,2016,13,1413,79,1339,66,H,0
140096,2016,13,1414,77,1258,53,H,0
140097,2016,13,1417,88,1142,83,H,0
140098,2016,13,1434,83,1233,58,H,0
140099,2016,13,1441,90,1421,81,H,0
140100,2016,13,1448,90,1137,82,A,0
140101,2016,13,1454,71,1365,65,A,0
140102,2016,13,1458,92,1373,65,H,0
140103,2016,14,1102,80,1399,70,H,0
140104,2016,14,1112,90,1133,60,H,0
140105,2016,14,1113,83,1125,74,H,0
140106,2016,14,1123,73,1183,56,H,0
140107,2016,14,1126,86,1404,79,A,0
140108,2016,14,1129,101,1319,81,H,0
140109,2016,14,1131,69,1107,64,H,0
140110,2016,14,1135,71,1221,55,H,0
140111,2016,14,1143,85,1364,67,H,0
140112,2016,14,1145,98,1250,89,H,0
140113,2016,14,1158,72,1298,58,A,0
140114,2016,14,1165,101,1159,98,A,2
140115,2016,14,1182,95,1309,75,H,0
140116,2016,14,1187,88,1150,74,H,0
140117,2016,14,1196,104,1299,54,H,0
140118,2016,14,1201,80,1249,72,H,0
140119,2016,14,1203,73,1438,68,H,0
140120,2016,14,1210,69,1397,67,H,0
140121,2016,14,1218,76,1305,75,H,0
140122,2016,14,1229,67,1287,66,H,0
140123,2016,14,1231,102,1122,76,H,0
140124,2016,14,1232,70,1461,55,H,0
140125,2016,14,1235,106,1152,64,H,0
140126,2016,14,1243,81,1162,71,H,0
140127,2016,14,1253,66,1140,65,H,0
140128,2016,14,1254,71,1259,68,A,0
140129,2016,14,1261,91,1244,69,H,0
140130,2016,14,1266,75,1237,71,H,1
140131,2016,14,1273,69,1206,60,H,0
140132,2016,14,1274,93,1418,77,H,0
140133,2016,14,1276,88,1189,68,H,0
140134,2016,14,1279,82,1204,72,H,0
140135,2016,14,1312,60,1378,57,A,0
140136,2016,14,1316,106,1410,84,H,0
140137,2016,14,1325,75,1398,67,H,0
140138,2016,14,1329,86,1115,72,H,0
140139,2016,14,1330,77,1138,58,H,0
140140,2016,14,1332,74,1124,67,H,0
140141,2016,14,1342,74,1367,73,H,0
140142,2016,14,1355,85,1451,68,H,0
140143,2016,14,1362,80,1349,54,H,0
140144,2016,14,1363,64,1285,61,H,0
140145,2016,14,1366,59,1144,57,H,0
140146,2016,14,1376,84,1331,66,H,0
140147,2016,14,1380,76,1280,72,A,0
140148,2016,14,1385,75,1420,53,H,0
140149,2016,14,1388,89,1264,63,H,0
140150,2016,14,1401,100,1368,58,H,0
140151,2016,14,1406,69,1288,61,H,0
140152,2016,14,1408,79,1179,74,H,1
140153,2016,14,1412,72,1106,70,H,0
140154,2016,14,1423,78,1184,59,H,0
140155,2016,14,1425,101,1284,90,H,0
140156,2016,14,1428,81,1361,76,H,0
140157,2016,14,1433,92,1347,74,H,0
140158,2016,14,1435,98,1205,62,H,0
140159,2016,14,1452,86,1241,73,N,0
140160,2016,14,1463,99,1357,77,H,0
140161,2016,15,1154,94,1391,93,H,0
140162,2016,15,1160,91,1120,84,A,0
140163,2016,15,1163,85,1306,66,H,0
140164,2016,15,1166,103,1427,78,H,0
140165,2016,15,1167,68,1225,45,H,0
140166,2016,15,1168,77,1334,76,A,0
140167,2016,15,1173,80,1104,48,H,0
140168,2016,15,1186,76,1370,70,H,0
140169,2016,15,1190,103,1453,90,H,0
140170,2016,15,1199,98,1239,79,H,0
140171,2016,15,1202,79,1111,70,A,0
140172,2016,15,1214,61,1110,48,A,0
140173,2016,15,1238,78,1379,60,A,0
140174,2016,15,1246,74,1181,63,N,0
140175,2016,15,1247,73,1351,60,H,0
140176,2016,15,1256,80,1426,68,H,0
140177,2016,15,1257,87,1216,52,H,0
140178,2016,15,1265,73,1171,63,H,0
140179,2016,15,1268,75,1207,71,H,0
140180,2016,15,1269,69,1217,63,A,0
140181,2016,15,1277,79,1242,73,N,0
140182,2016,15,1293,76,1292,65,H,0
140183,2016,15,1303,95,1282,89,H,1
140184,2016,15,1320,70,1372,60,H,0
140185,2016,15,1323,86,1454,78,H,0
140186,2016,15,1326,82,1212,55,H,0
140187,2016,15,1328,84,1272,78,A,0
140188,2016,15,1333,93,1233,73,H,0
140189,2016,15,1335,60,1175,54,A,0
140190,2016,15,1336,68,1177,62,H,0
140191,2016,15,1393,79,1382,66,H,0
140192,2016,15,1409,77,1455,67,H,0
140193,2016,15,1434,58,1348,55,A,0
140194,2016,15,1437,87,1304,63,H,0
140195,2016,15,1442,84,1227,57,H,0
140196,2016,15,1444,74,1360,62,H,0
140197,2016,15,1456,70,1251,59,A,0
140198,2016,15,1458,78,1315,64,H,0
140199,2016,15,1462,78,1281,66,H,0
140200,2016,16,1103,88,1116,80,A,0
140201,2016,16,1113,91,1244,53,H,0
140202,2016,16,1119,96,1192,85,A,0
140203,2016,16,1125,90,1443,85,H,0
140204,2016,16,1137,81,1352,76,A,0
140205,2016,16,1153,83,1132,50,A,0
140206,2016,16,1165,76,1127,59,H,0
140207,2016,16,1176,75,1430,62,H,0
140208,2016,16,1211,91,1319,52,H,0
140209,2016,16,1219,75,1180,66,A,0
140210,2016,16,1222,110,1341,69,H,0
140211,2016,16,1236,80,1122,77,A,0
140212,2016,16,1262,87,1357,84,H,0
140213,2016,16,1301,79,1237,56,H,0
140214,2016,16,1307,75,1260,51,H,0
140215,2016,16,1308,76,1399,63,H,0
140216,2016,16,1310,75,1135,66,H,0
140217,2016,16,1314,78,1459,58,H,0
140218,2016,16,1321,79,1193,72,H,0
140219,2016,16,1324,91,1185,81,H,0
140220,2016,16,1330,79,1288,48,H,0
140221,2016,16,1344,60,1228,59,H,0
140222,2016,16,1345,96,1230,61,H,0
140223,2016,16,1350,91,1448,82,A,0
140224,2016,16,1356,72,1245,69,H,0
140225,2016,16,1366,76,1117,75,H,0
140226,2016,16,1386,89,1138,67,H,0
140227,2016,16,1387,70,1188,60,A,0
140228,2016,16,1405,100,1464,78,A,0
140229,2016,16,1414,61,1416,60,A,1
140230,2016,16,1424,84,1381,64,H,0
140231,2016,16,1436,83,1346,70,H,0
140232,2016,16,1439,71,1240,62,H,0
140233,2016,17,1102,65,1290,64,H,0
140234,2016,17,1105,74,1369,56,H,0
140235,2016,17,1107,88,1159,67,H,0
140236,2016,17,1112,88,1129,76,H,0
140237,2016,17,1130,82,1148,57,H,0
140238,2016,17,1139,93,1283,59,N,0
140239,2016,17,1150,77,1202,68,H,0
140240,2016,17,1155,76,1411,56,H,0
140241,2016,17,1161,83,1258,75,H,0
140242,2016,17,1201,78,1362,71,H,0
140243,2016,17,1203,73,1378,67,A,0
140244,2016,17,1206,68,1279,62,N,0
140245,2016,17,1210,107,1453,77,H,0
140246,2016,17,1213,79,1108,46,H,0
140247,2016,17,1216,67,1389,66,A,0
140248,2016,17,1231,86,1166,65,H,0
140249,2016,17,1234,89,1266,61,A,0
140250,2016,17,1253,80,1371,77,N,0
140251,2016,17,1254,84,1263,79,H,0
140252,2016,17,1259,76,1420,57,A,0
140253,2016,17,1261,78,1375,66,H,0
140254,2016,17,1269,89,1146,62,H,0
140255,2016,17,1272,83,1212,65,H,0
140256,2016,17,1273,70,1106,49,H,0
140257,2016,17,1274,105,1280,79,N,0
140258,2016,17,1298,67,1367,55,A,0
140259,2016,17,1304,75,1175,60,H,0
140260,2016,17,1306,73,1221,69,A,0
140261,2016,17,1312,90,1131,76,H,0
140262,2016,17,1329,69,1406,52,N,0
140263,2016,17,1333,77,1349,69,A,0
140264,2016,17,1355,83,1229,67,A,0
140265,2016,17,1374,85,1390,70,A,0
140266,2016,17,1380,90,1408,82,H,0
140267,2016,17,1385,61,1353,59,H,0
140268,2016,17,1395,90,1223,63,H,0
140269,2016,17,1396,75,1278,70,N,0
140270,2016,17,1397,84,1267,74,H,0
140271,2016,17,1401,95,1394,70,H,0
140272,2016,17,1412,79,1407,63,A,0
140273,2016,17,1415,77,1365,63,H,0
140274,2016,17,1417,81,1337,67,H,0
140275,2016,17,1419,80,1322,64,A,0
140276,2016,17,1428,73,1403,63,N,0
140277,2016,17,1435,79,1392,72,H,1
140278,2016,17,1438,82,1133,57,N,0
140279,2016,17,1449,100,1291,67,H,0
140280,2016,17,1463,79,1250,67,A,0
140281,2016,18,1104,105,1418,93,H,0
140282,2016,18,1116,93,1149,75,H,0
140283,2016,18,1120,92,1204,62,H,0
140284,2016,18,1124,77,1238,60,H,0
140285,2016,18,1136,71,1341,58,H,0
140286,2016,18,1139,74,1396,69,N,0
140287,2016,18,1143,70,1187,62,H,0
140288,2016,18,1160,85,1339,63,H,0
140289,2016,18,1181,79,1433,71,N,0
140290,2016,18,1182,78,1336,52,H,0
140291,2016,18,1184,89,1123,81,H,0
140292,2016,18,1206,71,1329,68,N,1
140293,2016,18,1207,71,1458,61,N,0
140294,2016,18,1208,63,1293,52,H,0
140295,2016,18,1214,82,1111,61,H,0
140296,2016,18,1220,82,1199,77,N,0
140297,2016,18,1232,70,1313,61,N,0
140298,2016,18,1233,92,1174,77,H,0
140299,2016,18,1241,64,1198,61,H,0
140300,2016,18,1243,93,1377,72,H,0
140301,2016,18,1246,78,1460,63,H,0
140302,2016,18,1268,65,1351,58,H,0
140303,2016,18,1274,90,1428,66,N,0
140304,2016,18,1275,70,1252,68,H,0
140305,2016,18,1277,92,1115,46,H,0
140306,2016,18,1278,74,1283,69,N,0
140307,2016,18,1279,76,1406,60,N,0
140308,2016,18,1286,81,1363,69,H,0
140309,2016,18,1318,60,1194,58,N,0
140310,2016,18,1321,83,1162,80,H,1
140311,2016,18,1328,85,1270,56,H,0
140312,2016,18,1331,70,1404,66,N,0
140313,2016,18,1332,77,1366,59,H,0
140314,2016,18,1338,95,1178,79,H,0
140315,2016,18,1354,83,1255,77,N,0
140316,2016,18,1371,67,1133,59,N,0
140317,2016,18,1373,76,1347,62,N,0
140318,2016,18,1376,76,1177,61,N,0
140319,2016,18,1403,74,1280,72,N,0
140320,2016,18,1409,90,1325,88,N,0
140321,2016,18,1426,73,1326,68,A,0
140322,2016,18,1437,86,1190,51,H,0
140323,2016,18,1438,87,1253,52,N,0
140324,2016,18,1450,85,1226,67,H,0
140325,2016,18,1452,103,1391,62,H,0
140326,2016,18,1457,80,1240,69,H,0
140327,2016,18,1462,86,1276,70,A,0
140328,2016,19,1114,49,1361,43,A,0
140329,2016,19,1123,78,1255,67,N,0
140330,2016,19,1131,78,1378,66,A,0
140331,2016,19,1137,80,1264,67,A,0
140332,2016,19,1138,86,1299,68,N,0
140333,2016,19,1142,73,1122,64,N,0
140334,2016,19,1145,87,1165,62,H,0
140335,2016,19,1151,81,1228,77,N,0
140336,2016,19,1163,83,1202,58,H,0
140337,2016,19,1168,67,1360,55,H,0
140338,2016,19,1172,82,1158,81,H,0
140339,2016,19,1173,69,1456,66,H,0
140340,2016,19,1184,92,1354,82,H,0
140341,2016,19,1191,93,1125,88,H,0
140342,2016,19,1193,83,1357,79,H,1
140343,2016,19,1194,75,1275,69,A,0
140344,2016,19,1195,104,1464,101,H,3
140345,2016,19,1196,74,1386,63,N,0
140346,2016,19,1198,69,1404,62,N,0
140347,2016,19,1199,83,1177,67,N,0
140348,2016,19,1200,85,1192,62,H,0
140349,2016,19,1211,101,1291,56,H,0
140350,2016,19,1219,75,1441,69,H,0
140351,2016,19,1222,97,1197,52,H,0
140352,2016,19,1229,72,1223,56,H,0
140353,2016,19,1236,87,1188,67,H,0
140354,2016,19,1245,79,1265,72,H,0
140355,2016,19,1249,77,1175,66,A,0
140356,2016,19,1256,86,1212,67,A,0
140357,2016,19,1257,89,1316,61,H,0
140358,2016,19,1260,69,1405,62,H,0
140359,2016,19,1282,79,1179,73,A,0
140360,2016,19,1284,82,1180,74,A,0
140361,2016,19,1287,64,1297,56,A,0
140362,2016,19,1288,59,1144,54,A,0
140363,2016,19,1292,69,1398,66,A,0
140364,2016,19,1305,85,1334,82,A,2
140365,2016,19,1308,85,1290,46,H,0
140366,2016,19,1312,80,1248,66,H,0
140367,2016,19,1315,77,1132,59,N,0
140368,2016,19,1318,79,1252,67,N,0
140369,2016,19,1320,71,1314,67,H,0
140370,2016,19,1323,83,1262,57,H,0
140371,2016,19,1325,93,1313,71,N,0
140372,2016,19,1331,74,1241,64,A,0
140373,2016,19,1333,71,1364,59,A,0
140374,2016,19,1342,95,1154,79,H,0
140375,2016,19,1343,75,1389,72,H,0
140376,2016,19,1344,94,1135,73,H,0
140377,2016,19,1345,61,1330,39,N,0
140378,2016,19,1347,64,1341,56,N,0
140379,2016,19,1348,73,1156,45,H,0
140380,2016,19,1350,89,1126,64,H,0
140381,2016,19,1353,87,1146,84,H,0
140382,2016,19,1355,76,1395,67,A,0
140383,2016,19,1356,86,1358,81,A,1
140384,2016,19,1359,77,1244,65,H,0
140385,2016,19,1362,58,1415,57,H,0
140386,2016,19,1373,78,1136,59,A,0
140387,2016,19,1382,94,1259,82,H,0
140388,2016,19,1384,68,1110,48,H,0
140389,2016,19,1387,76,1383,60,H,0
140390,2016,19,1393,66,1189,55,H,0
140391,2016,19,1400,67,1394,56,H,0
140392,2016,19,1401,75,1421,47,H,0
140393,2016,19,1416,65,1422,54,H,0
140394,2016,19,1420,81,1294,72,A,0
140395,2016,19,1423,80,1444,76,H,0
140396,2016,19,1425,90,1307,82,H,0
140397,2016,19,1427,82,1381,79,A,0
140398,2016,19,1431,77,1402,62,H,0
140399,2016,19,1436,85,1310,67,N,0
140400,2016,19,1439,76,1440,52,H,0
140401,2016,19,1442,83,1183,63,A,0
140402,2016,19,1443,67,1392,66,H,0
140403,2016,19,1447,87,1263,73,H,0
140404,2016,19,1449,104,1335,67,H,0
140405,2016,19,1459,73,1271,63,H,0
140406,2016,20,1102,64,1352,52,H,0
140407,2016,20,1112,61,1322,42,H,0
140408,2016,20,1117,78,1238,69,H,0
140409,2016,20,1122,91,1294,76,A,0
140410,2016,20,1123,72,1354,60,N,0
140411,2016,20,1130,69,1217,56,H,0
140412,2016,20,1132,79,1464,72,N,0
140413,2016,20,1138,77,1436,71,N,0
140414,2016,20,1142,78,1420,65,N,0
140415,2016,20,1153,99,1115,50,H,0
140416,2016,20,1160,87,1303,82,H,0
140417,2016,20,1161,95,1324,89,H,0
140418,2016,20,1162,88,1250,61,H,0
140419,2016,20,1166,85,1353,75,N,0
140420,2016,20,1181,86,1207,84,N,0
140421,2016,20,1184,110,1255,97,H,0
140422,2016,20,1190,69,1210,68,A,0
140423,2016,20,1195,73,1315,60,H,0
140424,2016,20,1201,82,1349,65,A,0
140425,2016,20,1203,92,1119,81,H,0
140426,2016,20,1218,99,1311,74,H,0
140427,2016,20,1252,79,1194,65,N,0
140428,2016,20,1254,78,1300,77,N,0
140429,2016,20,1274,85,1139,75,N,0
140430,2016,20,1275,67,1318,61,H,0
140431,2016,20,1280,84,1283,70,N,0
140432,2016,20,1286,83,1461,82,N,0
140433,2016,20,1304,92,1368,65,H,0
140434,2016,20,1310,73,1299,72,N,0
140435,2016,20,1329,82,1253,77,N,0
140436,2016,20,1331,76,1198,70,N,1
140437,2016,20,1332,73,1434,67,H,0
140438,2016,20,1339,87,1101,57,H,0
140439,2016,20,1340,79,1410,61,A,0
140440,2016,20,1345,85,1196,70,N,0
140441,2016,20,1346,62,1221,56,H,0
140442,2016,20,1371,75,1279,63,N,0
140443,2016,20,1374,71,1463,69,H,0
140444,2016,20,1376,94,1220,84,N,0
140445,2016,20,1386,66,1330,64,N,0
140446,2016,20,1388,78,1390,61,H,0
140447,2016,20,1397,89,1205,64,H,0
140448,2016,20,1403,81,1278,68,N,0
140449,2016,20,1404,78,1241,75,A,0
140450,2016,20,1406,62,1133,60,N,0
140451,2016,20,1408,76,1111,48,H,0
140452,2016,20,1409,67,1232,59,N,0
140453,2016,20,1412,61,1240,55,H,0
140454,2016,20,1428,74,1396,68,N,0
140455,2016,20,1431,88,1108,66,H,0
140456,2016,20,1437,75,1103,56,H,0
140457,2016,20,1438,83,1206,66,N,0
140458,2016,20,1458,74,1433,73,N,0
140459,2016,21,1113,79,1301,76,N,0
140460,2016,21,1124,100,1366,61,H,0
140461,2016,21,1125,98,1375,85,N,0
140462,2016,21,1132,82,1195,77,A,0
140463,2016,21,1143,89,1358,63,H,0
140464,2016,21,1146,98,1427,84,N,0
140465,2016,21,1172,77,1273,71,H,0
140466,2016,21,1177,82,1313,78,N,0
140467,2016,21,1179,81,1443,79,N,1
140468,2016,21,1199,90,1325,81,N,0
140469,2016,21,1213,94,1290,60,H,0
140470,2016,21,1224,87,1411,81,N,0
140471,2016,21,1225,65,1317,63,A,0
140472,2016,21,1228,82,1152,79,N,0
140473,2016,21,1232,67,1220,66,N,0
140474,2016,21,1235,83,1151,63,H,0
140475,2016,21,1243,66,1281,42,N,0
140476,2016,21,1244,71,1237,63,H,0
140477,2016,21,1247,83,1248,75,H,0
140478,2016,21,1266,81,1261,80,N,0
140479,2016,21,1269,82,1155,65,N,0
140480,2016,21,1277,89,1185,65,H,0
140481,2016,21,1293,66,1454,63,N,0
140482,2016,21,1314,80,1321,69,N,0
140483,2016,21,1337,84,1182,70,N,0
140484,2016,21,1344,83,1312,76,H,0
140485,2016,21,1359,83,1407,79,N,0
140486,2016,21,1361,79,1187,54,H,0
140487,2016,21,1370,58,1186,52,H,0
140488,2016,21,1376,83,1409,75,N,0
140489,2016,21,1414,79,1365,61,H,0
140490,2016,21,1417,77,1424,75,N,0
140491,2016,21,1425,96,1169,61,H,0
140492,2016,21,1426,68,1272,64,A,0
140493,2016,21,1435,92,1385,55,N,0
140494,2016,21,1448,82,1231,78,N,0
140495,2016,21,1451,63,1141,60,N,0
140496,2016,21,1452,97,1126,44,H,0
140497,2016,21,1462,78,1297,66,H,0
140498,2016,21,1464,79,1315,69,N,0
140499,2016,22,1105,73,1240,69,A,0
140500,2016,22,1125,80,1244,55,A,0
140501,2016,22,1127,81,1148,75,A,0
140502,2016,22,1144,77,1188,74,A,0
140503,2016,22,1149,77,1190,76,H,0
140504,2016,22,1153,64,1368,49,H,0
140505,2016,22,1156,57,1351,52,N,0
140506,2016,22,1157,67,1158,61,A,0
140507,2016,22,1161,108,1101,100,H,2
140508,2016,22,1162,70,1459,59,H,0
140509,2016,22,1168,80,1381,66,A,0
140510,2016,22,1170,84,1413,79,H,0
140511,2016,22,1174,73,1192,72,H,0
140512,2016,22,1182,96,1454,92,N,1
140513,2016,22,1193,113,1271,74,A,0
140514,2016,22,1200,84,1159,58,H,0
140515,2016,22,1203,94,1205,65,H,0
140516,2016,22,1216,77,1310,73,H,0
140517,2016,22,1225,69,1407,63,N,0
140518,2016,22,1231,83,1385,73,N,0
140519,2016,22,1236,57,1275,53,A,0
140520,2016,22,1242,92,1417,73,N,0
140521,2016,22,1245,79,1384,60,H,0
140522,2016,22,1246,82,1131,62,H,0
140523,2016,22,1256,82,1326,74,A,0
140524,2016,22,1257,85,1383,41,H,0
140525,2016,22,1266,78,1113,73,N,1
140526,2016,22,1268,77,1229,66,N,0
140527,2016,22,1287,85,1267,61,H,0
140528,2016,22,1293,59,1337,55,N,0
140529,2016,22,1301,83,1261,72,N,1
140530,2016,22,1304,67,1115,44,H,0
140531,2016,22,1306,88,1135,77,A,0
140532,2016,22,1308,81,1352,71,H,1
140533,2016,22,1314,80,1243,70,N,0
140534,2016,22,1321,67,1281,62,N,0
140535,2016,22,1328,96,1230,63,H,0
140536,2016,22,1339,97,1108,65,H,0
140537,2016,22,1346,69,1300,59,H,0
140538,2016,22,1347,86,1336,74,A,0
140539,2016,22,1348,66,1395,60,N,0
140540,2016,22,1355,92,1223,68,N,0
140541,2016,22,1356,97,1324,88,H,0
140542,2016,22,1359,74,1317,72,A,0
140543,2016,22,1373,83,1137,81,A,1
140544,2016,22,1375,78,1237,68,N,0
140545,2016,22,1378,63,1107,61,H,0
140546,2016,22,1382,77,1145,73,A,0
140547,2016,22,1387,70,1316,57,H,0
140548,2016,22,1392,76,1259,63,A,0
140549,2016,22,1397,95,1119,80,H,0
140550,2016,22,1399,86,1238,82,H,1
140551,2016,22,1410,83,1369,74,H,0
